Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
21,1,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9513283,9,15,113,188,25,0,12.55555556,10.32122947,34,0,12.53333333,14.54975045,31.63997119,2.5227884,413621.0,1075423.411,3284879,3,6552555,819069.375,1514313.739,3329213,3,9513193,679513.7857,1327649.144,3284879,4,0,0,0,0,296,488,0.94604565,1.57674275,0,34,12.04,12.85651586,165.29,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9509705,9,15,100,188,20,0,11.11111111,8.652231568,34,0,12.53333333,14.54975045,30.28485111,2.523737592,413465.4348,1074246.352,3286884,1,6552922,819115.25,1513971.31,3330090,49,9509611,679257.9286,1326091.399,3286884,1,0,0,0,0,296,488,0.946401597,1.577335995,0,34,11.52,12.43690744,154.6766667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9507635,9,15,105,188,24,0,11.66666667,9.513148795,34,0,12.53333333,14.54975045,30.81733786,2.52428706,413375.4348,1075462.805,3286190,3,6549374,818671.75,1514473.037,3329665,218,9507595,679113.9286,1327788.478,3286190,3,0,0,0,0,296,488,0.946607647,1.577679412,0,34,11.72,12.64093878,159.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,237,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59071.72996,12658.22785,118.5,103.9446968,192,45,237,237.0,0.0,237,237,0,0.0,0.0,0,0,1,0,0,0,64,20,8438.818565,4219.409283,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9488220,9,15,95,188,19,0,10.55555556,8.11035004,34,0,12.53333333,14.54975045,29.82645849,2.52945231,412531.3043,1070427.686,3286290,3,6275750,784468.75,1447731.429,3329071,4,9488102,677721.5714,1321188.973,3286290,3,0,0,0,0,296,488,0.948544616,1.580907694,0,34,11.32,12.32450134,151.8933333,0,0,0,1,0,0,0,0,1,11.79166667,10.55555556,12.53333333,296,0,0,0,0,0,0,9,95,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9486858,9,15,100,188,20,0,11.11111111,8.652231568,34,0,12.53333333,14.54975045,30.35778548,2.529815456,412472.087,1070282.258,3284638,3,6274445,784305.625,1448347.866,3328531,4,9486753,677625.2143,1321009.883,3284638,3,0,0,0,0,296,488,0.948680796,1.58113466,0,34,11.52,12.43690744,154.6766667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,1,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,231,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60606.06061,12987.01299,115.5,127.9863274,206,25,231,231.0,0.0,231,231,0,0.0,0.0,0,0,1,0,0,0,64,20,8658.008658,4329.004329,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,24,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,583333.3333,83333.33333,24.0,0.0,24,24,24,24.0,0.0,24,24,0,0.0,0.0,0,0,1,0,0,0,64,0,83333.33333,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,234,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,59829.05983,12820.51282,117.0,77.78174593,172,62,234,234.0,0.0,234,234,0,0.0,0.0,0,0,1,0,0,0,64,20,8547.008547,4273.504274,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,257,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54474.70817,11673.15175,128.5,62.93250353,173,84,257,257.0,0.0,257,257,0,0.0,0.0,0,0,1,0,0,0,64,20,7782.101167,3891.050584,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8993490,9,15,99,188,19,0,11.0,8.529361055,34,0,12.53333333,14.54975045,31.91197188,2.668596952,391021.3043,1019335.318,3286350,3,6252411,781551.375,1449569.589,3328990,230,8993403,642385.9286,1258770.08,3286350,3,0,0,0,0,296,488,1.000723857,1.667873095,0,34,11.48,12.41007655,154.01,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9643510,9,15,97,188,20,0,10.77777778,8.333333333,34,0,12.53333333,14.54975045,29.55355467,2.488720393,419283.0435,1070540.367,3285842,3,6427145,803393.125,1440798.821,3328880,3,9643484,688820.2857,1318926.497,3285842,4,0,0,0,0,296,488,0.933270147,1.555450246,0,34,11.4,12.36931688,153.0,0,0,0,1,0,0,0,0,1,11.875,10.77777778,12.53333333,296,0,0,0,0,0,0,9,97,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9652187,9,15,112,188,28,0,12.44444444,10.41766662,34,0,12.53333333,14.54975045,31.08103894,2.486483115,419660.3043,1070949.134,3296593,3,6433703,804212.875,1442706.316,3339904,222,9652169,689440.6429,1319352.364,3296593,3,0,0,0,0,296,488,0.932431168,1.554051947,0,34,12.0,12.88086436,165.9166667,0,0,0,1,0,0,0,0,1,12.5,12.44444444,12.53333333,296,0,0,0,0,0,0,9,112,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9670898,9,15,107,188,23,0,11.88888889,9.545214042,34,0,12.53333333,14.54975045,30.50388909,2.481672333,420473.8261,1071940.714,3300632,3,6448675,806084.375,1442155.632,3343601,49,9670748,690767.7143,1320424.38,3300632,3,0,0,0,0,296,488,0.930627125,1.551045208,0,34,11.8,12.64911064,160.0,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,1,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,14000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,1,0,0,0,64,0,2000000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9445931,9,15,107,188,25,0,11.88888889,9.636447017,34,0,12.53333333,14.54975045,31.23037846,2.540776552,410692.6522,1065694.678,3286568,3,6117526,764690.75,1409392.196,3174198,4,9445775,674698.2143,1315354.262,3286568,3,0,0,0,0,296,488,0.952791207,1.587985345,0,34,11.8,12.67214794,160.5833333,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,268,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,52238.80597,11194.02985,134.0,11.3137085,142,126,268,268.0,0.0,268,268,0,0.0,0.0,0,0,1,0,0,0,64,20,7462.686567,3731.343284,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,217,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,64516.12903,13824.88479,108.5,77.07463915,163,54,217,217.0,0.0,217,217,0,0.0,0.0,0,0,1,0,0,0,64,20,9216.589862,4608.294931,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8466202,9,15,101,188,22,0,11.22222222,8.828615092,34,0,12.53333333,14.54975045,34.1357317,2.834801249,368095.7391,954220.2309,2872238,3,5547927,693490.875,1283506.718,2898819,3,8466080,604720.0,1177635.519,2872238,3,0,0,0,0,296,488,1.063050468,1.77175078,0,34,11.56,12.47691201,155.6733333,0,0,0,1,0,0,0,0,1,12.04166667,11.22222222,12.53333333,296,0,0,0,0,0,0,9,101,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8469000,9,15,100,188,23,0,11.11111111,8.823894328,34,0,12.53333333,14.54975045,34.0063762,2.833864683,368217.3913,954782.7343,2875979,3,5551918,693989.75,1283568.451,2899185,3,8468856,604918.2857,1178364.122,2875979,3,0,0,0,0,296,488,1.062699256,1.771165427,0,34,11.52,12.47704559,155.6766667,0,0,0,1,0,0,0,0,1,12.0,11.11111111,12.53333333,296,0,0,0,0,0,0,9,100,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8466872,9,15,105,188,24,0,11.66666667,9.354143467,34,0,12.53333333,14.54975045,34.60545996,2.834576925,368124.8696,954338.9786,2871939,3,5550409,693801.125,1283459.099,2897871,212,8466766,604769.0,1177787.335,2871939,3,0,0,0,0,296,488,1.062966347,1.771610578,0,34,11.72,12.60132268,158.7933333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,47,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,297872.3404,42553.19149,47.0,0.0,47,47,47,47.0,0.0,47,47,0,0.0,0.0,0,0,1,0,0,0,64,0,42553.19149,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,220,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,63636.36364,13636.36364,110.0,86.2670273,171,49,220,220.0,0.0,220,220,0,0.0,0.0,0,0,1,0,0,0,64,20,9090.909091,4545.454545,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,4,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,3500000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8100539,9,15,113,188,26,0,12.55555556,10.35749863,34,0,12.53333333,14.54975045,37.15802121,2.962765811,352197.3478,923763.77,3130261,1,4928320,616040.0,1147212.927,2761827,3,8100453,578603.7857,1141512.57,3130261,1,0,0,0,0,296,488,1.111037179,1.851728632,0,34,12.04,12.86623488,165.54,0,0,0,1,0,0,0,0,1,12.54166667,12.55555556,12.53333333,296,0,0,0,0,0,0,9,113,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8134903,9,15,96,188,19,0,10.66666667,8.231038817,34,0,12.53333333,14.54975045,34.91129519,2.950250298,353691.4348,927433.986,3132694,4,4960025,620003.125,1155007.353,2775251,4,8134840,581060.0,1146013.078,3132694,46,0,0,0,0,296,488,1.106343862,1.843906436,0,34,11.36,12.34868414,152.49,0,0,0,1,0,0,0,0,1,11.83333333,10.66666667,12.53333333,296,0,0,0,0,0,0,9,96,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8151069,9,15,97,188,20,0,10.77777778,8.363279527,34,0,12.53333333,14.54975045,34.96473898,2.944399072,354394.3043,929078.5705,3138969,3,4970895,621361.875,1157134.505,2776298,3,8151007,582214.7857,1148019.28,3138969,3,0,0,0,0,296,488,1.104149652,1.84024942,0,34,11.4,12.37605214,153.1666667,0,0,0,1,0,0,0,0,1,11.875,10.77777778,12.53333333,296,0,0,0,0,0,0,9,97,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8149089,9,15,99,188,23,0,11.0,8.717797887,34,0,12.53333333,14.54975045,35.21866064,2.945114478,354308.2174,929106.1993,3150916,8,4957758,619719.75,1154774.835,2778951,228,8149081,582077.2143,1148085.632,3150916,47,0,0,0,0,296,488,1.104417929,1.840696549,0,34,11.48,12.45364739,155.0933333,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8898913,9,15,99,188,20,0,11.0,8.5732141,34,0,12.53333333,14.54975045,32.25113,2.696958606,386909.2609,1009700.639,3310278,3,6257854,782231.75,1451756.651,3354904,4,8898819,635629.9286,1247019.782,3310278,3,0,0,0,0,296,488,1.011359477,1.685599129,0,34,11.48,12.42014493,154.26,0,0,0,1,0,0,0,0,1,11.95833333,11.0,12.53333333,296,0,0,0,0,0,0,9,99,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,282,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,49645.39007,10638.29787,141.0,52.32590181,178,104,282,282.0,0.0,282,282,0,0.0,0.0,0,0,1,0,0,0,64,20,7092.198582,3546.099291,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,8904861,9,15,103,188,23,0,11.44444444,9.08448005,34,0,12.53333333,14.54975045,32.67878072,2.695157173,387167.8696,1009007.749,3308727,3,6264288,783036.0,1449672.573,3351483,3,8904755,636053.9286,1245980.808,3308727,3,0,0,0,0,296,488,1.01068394,1.684473233,0,34,11.64,12.53621421,157.1566667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,257,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54474.70817,11673.15175,128.5,61.51828996,172,85,257,257.0,0.0,257,257,0,0.0,0.0,0,0,1,0,0,0,64,20,7782.101167,3891.050584,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,7993257,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,36.40568544,3.002530758,347532.913,910783.039,3029968,3,5231957,653994.625,1233568.935,3074016,3,7993166,570940.4286,1125372.305,3029968,4,0,0,0,0,296,488,1.125949034,1.876581724,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,246,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,56910.56911,12195.12195,123.0,7.071067812,128,118,246,246.0,0.0,246,246,0,0.0,0.0,0,0,1,0,0,0,64,20,8130.081301,4065.04065,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,259,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,54054.05405,11583.01158,129.5,86.97413409,191,68,259,259.0,0.0,259,259,0,0.0,0.0,0,0,1,0,0,0,64,20,7722.007722,3861.003861,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,3,2,0,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,4666666.667,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,14,9.333333333,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,14.0,7.0,0.0,64,0,0,0,0,0,0,2,14,0,0,229,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9488667,9,15,108,188,23,0,12.0,9.682458366,34,0,12.53333333,14.54975045,31.19510886,2.529333151,412550.7391,1073521.08,3308765,3,6137965,767245.625,1420505.281,3194449,263,9488503,677750.2143,1325423.18,3308765,3,0,0,0,0,296,488,0.948499932,1.580833219,0,34,11.84,12.68424219,160.89,0,0,0,1,0,0,0,0,1,12.33333333,12.0,12.53333333,296,0,0,0,0,0,0,9,108,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9490509,9,15,104,188,24,0,11.55555556,9.248122933,34,0,12.53333333,14.54975045,30.76758054,2.528842236,412630.8261,1073907.022,3306025,31,6142044,767755.5,1421405.539,3197656,240,9490465,677890.3571,1325919.239,3306025,48,0,0,0,0,296,488,0.948315838,1.580526397,0,34,11.68,12.57550529,158.1433333,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9498804,9,15,104,188,23,0,11.55555556,9.221050796,34,0,12.53333333,14.54975045,30.7407122,2.526633879,412991.4783,1074863.448,3307938,3,6150725,768840.625,1423281.835,3192976,3,9498665,678476.0714,1327106.271,3307938,3,0,0,0,0,296,488,0.947487705,1.579146175,0,34,11.68,12.56887691,157.9766667,0,0,0,1,0,0,0,0,1,12.16666667,11.55555556,12.53333333,296,0,0,0,0,0,0,9,104,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,526,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,26615.96958,5703.422053,263.0,258.8010819,446,80,526,526.0,0.0,526,526,0,0.0,0.0,0,0,1,0,0,0,64,20,3802.281369,1901.140684,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,232,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,60344.82759,12931.03448,116.0,103.2375901,189,43,232,232.0,0.0,232,232,0,0.0,0.0,0,0,1,0,0,0,64,20,8620.689655,4310.344828,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,287,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,48780.4878,10452.96167,143.5,38.89087297,171,116,287,287.0,0.0,287,287,0,0.0,0.0,0,0,1,0,0,0,64,20,6968.641115,3484.320557,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,224,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,62500.0,13392.85714,112.0,82.02438662,170,54,224,224.0,0.0,224,224,0,0.0,0.0,0,0,1,0,0,0,64,20,8928.571429,4464.285714,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,225,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,62222.22222,13333.33333,112.5,34.64823228,137,88,225,225.0,0.0,225,225,0,0.0,0.0,0,0,1,0,0,0,64,20,8888.888889,4444.444444,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,243,2,1,14,0,14,0,7.0,9.899494937,0,0,0.0,0.0,57613.16872,12345.67901,121.5,86.97413409,183,60,243,243.0,0.0,243,243,0,0.0,0.0,0,0,1,0,0,0,64,20,8230.452675,4115.226337,0,14,7.0,8.082903769,65.33333333,0,1,0,0,1,0,0,0,0,9.333333333,7.0,0.0,64,0,0,0,0,0,0,2,14,1,0,229,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9254316,9,15,105,188,23,0,11.66666667,9.313968005,34,0,12.53333333,14.54975045,31.66090287,2.593384535,402361.5652,1044077.193,3148715,3,6319586,789948.25,1458177.299,3191186,206,9254178,661012.7143,1288670.811,3148715,3,0,0,0,0,296,488,0.972519201,1.620865335,0,34,11.72,12.59139918,158.5433333,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9271901,9,15,94,188,20,0,10.44444444,8.048464312,34,0,12.53333333,14.54975045,30.41447487,2.588465947,403126.1304,1044832.184,3148717,3,6335540,791942.5,1459150.455,3192878,3,9271830,662273.5714,1289432.333,3148717,4,0,0,0,0,296,488,0.97067473,1.617791217,0,34,11.28,12.31367803,151.6266667,0,0,0,1,0,0,0,0,1,11.75,10.44444444,12.53333333,296,0,0,0,0,0,0,9,94,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9585360,9,15,105,188,25,0,11.66666667,9.420721841,34,0,12.53333333,14.54975045,30.56744869,2.503818323,416754.7826,1062995.027,3163547,3,6502001,812750.125,1456633.245,3205316,42,9585280,684662.8571,1309479.495,3163547,3,0,0,0,0,296,488,0.938931871,1.564886452,0,34,11.72,12.61784451,159.21,0,0,0,1,0,0,0,0,1,12.20833333,11.66666667,12.53333333,296,0,0,0,0,0,0,9,105,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
21,9467156,9,15,107,188,23,0,11.88888889,9.584420228,34,0,12.53333333,14.54975045,31.16036115,2.535080229,411615.4783,1064845.473,3163870,3,6381670,797708.75,1464965.507,3205595,3,9467023,676215.9286,1313860.785,3163870,3,0,0,0,0,296,488,0.950655086,1.584425143,0,34,11.8,12.6589889,160.25,0,0,0,1,0,0,0,0,1,12.29166667,11.88888889,12.53333333,296,0,0,0,0,0,0,9,107,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
